0.01310874 	0.00090056 	0.00090082 	0.01931090 	0.42377711 	0.42376325 	0.10610254 	-0.17935035 	0.39634587 	0.39636872 	
0.01200885 	-0.02072203 	-0.02563685 	0.01374113 	1.07607878 	0.51609498 	0.09168454 	0.54201818 	0.48826803 	0.49445193 	
0.01014531 	-0.01185862 	-0.02598267 	0.02263183 	1.13089279 	0.15757425 	0.06230860 	0.62006416 	-0.08327779 	0.26727058 	
0.00573931 	0.00214370 	-0.01467820 	0.06863436 	0.87363909 	-0.31379483 	-0.09673259 	0.30466274 	-0.31290620 	0.01146723 	
-0.00030518 	-0.01216347 	-0.01582137 	0.07550509 	0.53507104 	-0.51682860 	0.17995788 	0.27214484 	-0.43128604 	-0.13853609 	
-0.00680308 	-0.03300600 	-0.02211223 	0.08209196 	0.20592203 	-0.60900331 	0.22109450 	0.34996865 	-0.37629480 	-0.14402172 	
-0.01352265 	-0.05635572 	-0.02829490 	0.08763304 	-0.02362181 	-0.65235503 	0.22647847 	0.44366913 	-0.31078744 	-0.11025159 	
-0.02033555 	-0.07866217 	-0.03322388 	0.09224741 	-0.17170784 	-0.66908296 	0.21232767 	0.51465566 	-0.24324593 	-0.05526033 	
-0.02716692 	-0.09840162 	-0.03677181 	0.09637098 	-0.26486560 	-0.66881401 	0.18848989 	0.55715135 	-0.17600439 	0.00761876 	
-0.03397010 	-0.11508542 	-0.03902737 	0.10044981 	-0.32249002 	-0.65678235 	0.16060332 	0.57441812 	-0.11126400 	0.07008885 	
-0.04071199 	-0.12867338 	-0.04012853 	0.10483403 	-0.35714424 	-0.63612780 	0.13161804 	0.57133230 	-0.05103201 	0.12740885 	
-0.04736663 	-0.13931544 	-0.04021080 	0.10977724 	-0.37669326 	-0.60887755 	0.10303939 	0.55246402 	0.00309471 	0.17686967 	
-0.05391162 	-0.14722299 	-0.03939269 	0.11545675 	-0.38606329 	-0.57649124 	0.07543659 	0.52147323 	0.05008560 	0.21704516 	
-0.06032615 	-0.15261731 	-0.03778603 	0.12198532 	-0.38845429 	-0.54003746 	0.04892584 	0.48131704 	0.08929344 	0.24733584 	
-0.06659036 	-0.15571192 	-0.03549321 	0.12942868 	-0.38597467 	-0.50038354 	0.02345445 	0.43445677 	0.12041351 	0.26754393 	
-0.07268475 	-0.15670719 	-0.03261614 	0.13781979 	-0.38004514 	-0.45822542 	-0.00121137 	0.38296283 	0.14338162 	0.27783729 	
-0.07859010 	-0.15579268 	-0.02925310 	0.14715961 	-0.37163107 	-0.41417518 	-0.02526815 	0.32862488 	0.15836968 	0.27856980 	
-0.08428782 	-0.15314093 	-0.02550168 	0.15743651 	-0.36147506 	-0.36876279 	-0.04897491 	0.27307667 	0.16565677 	0.27023156 	
-0.08975943 	-0.14892462 	-0.02146359 	0.16861209 	-0.35009836 	-0.32244650 	-0.07249999 	0.21783417 	0.16578246 	0.25344716 	
-0.09498705 	-0.14331194 	-0.01724423 	0.18063990 	-0.33794908 	-0.27563912 	-0.09603437 	0.16440115 	0.15940553 	0.22891647 	
-0.09995397 	-0.13646796 	-0.01294300 	0.19345665 	-0.32542896 	-0.22873063 	-0.11961972 	0.11420179 	0.14743061 	0.19731635 	
-0.10464409 	-0.12856298 	-0.00866768 	0.20698672 	-0.31301498 	-0.18207785 	-0.14329651 	0.06873308 	0.13107604 	0.15941680 	
-0.10904227 	-0.11977635 	-0.00452894 	0.22113062 	-0.30122265 	-0.13598034 	-0.16691265 	0.02951733 	0.11203241 	0.11591214 	
-0.11313388 	-0.11029743 	-0.00063529 	0.23575131 	-0.29065683 	-0.09085684 	-0.19012095 	-0.00189268 	0.09278269 	0.06755204 	
-0.11690371 	-0.10032003 	0.00290194 	0.25064883 	-0.28166044 	-0.04720235 	-0.21225308 	-0.02422646 	0.07704993 	0.01508240 	
-0.12033303 	-0.09003559 	0.00599449 	0.26549633 	-0.27267047 	-0.00617931 	-0.23218840 	-0.03728212 	0.07052680 	-0.04025388 	
-0.12339307 	-0.07960638 	0.00859468 	0.27976389 	-0.25411046 	0.02961017 	-0.24865328 	-0.04410122 	0.08054835 	-0.09534902 	
-0.12603128 	-0.06900887 	0.01060137 	0.29277106 	-0.19489172 	0.05482497 	-0.26234796 	-0.04944245 	0.10702299 	-0.14123668 	
-0.12808353 	-0.05702385 	0.00949995 	0.30402494 	-0.06817717 	0.07132869 	-0.29107976 	-0.03407585 	0.13195767 	-0.14393921 	
-0.12930417 	-0.03799683 	0.00403469 	0.31237028 	0.09879696 	0.05887368 	-0.31894126 	0.01188945 	0.07174270 	-0.09750652 	
-0.12976323 	-0.00057673 	-0.00057714 	0.31558421 	0.07939076 	0.07939370 	-0.30354735 	0.11970262 	-0.10391223 	-0.10390679 	
0.01310873 	0.00089785 	0.00089785 	0.01931211 	0.42379935 	0.42379935 	0.10610125 	-0.17933890 	0.39636451 	0.39636451 	
0.01199279 	-0.02117839 	-0.02062084 	0.01349323 	1.08469197 	0.52098826 	0.09453006 	0.51058441 	0.48256733 	0.50621960 	
0.00997541 	-0.01147872 	0.00042900 	0.02224830 	1.13624942 	0.05406407 	0.05534003 	0.51394084 	-0.08750365 	0.32341706 	
0.00582081 	-0.00176667 	0.02971747 	0.05976222 	0.95674659 	-0.63766999 	-0.08489326 	0.17348443 	-0.36413410 	0.29288212 	
-0.00019165 	-0.01429892 	0.03675253 	0.07194784 	0.59308103 	-0.82132578 	0.16425409 	0.12304637 	-0.42108565 	0.02617646 	
-0.00666396 	-0.03604787 	0.04100667 	0.08089271 	0.27768756 	-0.94443261 	0.22722719 	0.18125931 	-0.40522480 	-0.02853587 	
-0.01336447 	-0.05980963 	0.04374013 	0.08780458 	0.05365663 	-1.01065979 	0.23321811 	0.23552783 	-0.35840887 	-0.02924719 	
