0.02916362 	-0.05433664 	0.02843196 	0.10847385 	-0.53623050 	-0.35036652 	-0.21997096 	-0.68161579 	-1.59545808 	-0.20676218 	
0.04570969 	0.06940104 	0.04333249 	0.14011830 	-2.41548515 	-0.17715153 	-0.03804228 	-1.22687690 	-1.25023998 	-0.28314728 	
0.06038893 	0.05612585 	0.00907978 	0.12113525 	-1.30648930 	0.32871394 	0.16265363 	-0.53590795 	0.09497254 	0.11705726 	
0.07206472 	0.08103160 	0.00229531 	0.13290470 	-0.66152645 	0.52844973 	0.13097860 	-0.25755237 	0.27831394 	0.13130997 	
0.08233491 	0.11383339 	0.00336794 	0.12653538 	-0.19780193 	0.58100785 	0.19954191 	-0.13259883 	0.23889141 	0.13405055 	
0.09148509 	0.15040351 	0.00575372 	0.11898242 	0.08895920 	0.58253333 	0.24153180 	-0.13061463 	0.20798444 	0.09672642 	
0.09956492 	0.18397166 	0.00733931 	0.11036285 	0.25603181 	0.57157334 	0.27851008 	-0.14459338 	0.17780796 	0.05136565 	
0.10664126 	0.21288863 	0.00806289 	0.10075664 	0.35508006 	0.55877264 	0.30291352 	-0.15312616 	0.15050694 	0.01457574 	
0.11277484 	0.23714444 	0.00818299 	0.09019162 	0.41711196 	0.54760584 	0.31452454 	-0.15620719 	0.12630273 	-0.00942801 	
0.11801456 	0.25716583 	0.00792779 	0.07875114 	0.45839791 	0.53915953 	0.31564732 	-0.15657466 	0.10467234 	-0.02129061 	
0.12239793 	0.27342289 	0.00745763 	0.06656823 	0.48719576 	0.53361145 	0.30885899 	-0.15626814 	0.08462585 	-0.02315597 	
0.12595285 	0.28630595 	0.00688085 	0.05379979 	0.50773957 	0.53077999 	0.29643408 	-0.15628851 	0.06492483 	-0.01747920 	
0.12869957 	0.29611258 	0.00627378 	0.04061066 	0.52220753 	0.53032671 	0.28011215 	-0.15704644 	0.04436788 	-0.00652398 	
0.13065231 	0.30306084 	0.00568778 	0.02716348 	0.53162350 	0.53189323 	0.26116245 	-0.15857217 	0.02177726 	0.00778274 	
0.13182043 	0.30729997 	0.00515922 	0.01361288 	0.53635159 	0.53510420 	0.24055071 	-0.16062044 	-0.00389418 	0.02374961 	
0.13220924 	0.30892504 	0.00471082 	0.00010755 	0.53632423 	0.53961223 	0.21891770 	-0.16281519 	-0.03363385 	0.03998101 	
0.13182048 	0.30798120 	0.00435660 	-0.01321497 	0.53116058 	0.54508356 	0.19675775 	-0.16469554 	-0.06833780 	0.05527473 	
0.13065232 	0.30447516 	0.00409881 	-0.02621912 	0.52008845 	0.55122747 	0.17437339 	-0.16566477 	-0.10892102 	0.06861415 	
0.12869953 	0.29836577 	0.00392932 	-0.03878222 	0.50196844 	0.55777549 	0.15201502 	-0.16504408 	-0.15621444 	0.07914111 	
0.12595286 	0.28956870 	0.00382597 	-0.05077943 	0.47505353 	0.56447379 	0.12979810 	-0.16197434 	-0.21114484 	0.08611418 	
0.12239794 	0.27795151 	0.00375973 	-0.06209636 	0.43672971 	0.57105147 	0.10793237 	-0.15547700 	-0.27465407 	0.08882254 	
0.11801457 	0.26332880 	0.00368011 	-0.07261545 	0.38286003 	0.57718392 	0.08654447 	-0.14431917 	-0.34771472 	0.08667023 	
0.11277485 	0.24545531 	0.00351797 	-0.08223042 	0.30692885 	0.58243492 	0.06598970 	-0.12710038 	-0.43117473 	0.07898588 	
0.10664128 	0.22403769 	0.00319295 	-0.09086000 	0.19825321 	0.58585150 	0.04699943 	-0.10246720 	-0.52517606 	0.06511512 	
0.09956493 	0.19877288 	0.00263118 	-0.09849644 	0.03941912 	0.58545095 	0.03126297 	-0.07040397 	-0.62745375 	0.04422370 	
0.09148509 	0.16941176 	0.00190995 	-0.10537103 	-0.19568144 	0.57589060 	0.02268364 	-0.03689933 	-0.72776388 	0.01571591 	
0.08233490 	0.13561439 	0.00175043 	-0.11238871 	-0.53047755 	0.54189755 	0.02945667 	-0.03032208 	-0.79154707 	-0.01819762 	
0.07206471 	0.09529544 	0.00470286 	-0.12165126 	-0.90831048 	0.43865186 	0.05983027 	-0.13452213 	-0.72874587 	-0.03562378 	
0.06038893 	0.03772715 	0.01313923 	-0.11885762 	-1.18570250 	0.20889477 	-0.03155618 	-0.28765366 	-0.32412407 	-0.02840404 	
0.04570979 	-0.06184483 	0.01925304 	-0.10266275 	-1.01553262 	-0.03174632 	-0.03403986 	-0.39690564 	0.30528465 	0.02776423 	
0.02916365 	-0.10218232 	0.01131070 	-0.06097312 	-0.07301911 	-0.19139912 	-0.14630646 	-0.30550557 	0.52929447 	0.08810151 	
0.02916362 	-0.05434310 	0.02843537 	0.10847412 	-0.53615856 	-0.35040466 	-0.21997758 	-0.68160967 	-1.59550902 	-0.20672527 	
0.04559753 	0.06500035 	0.04403554 	0.13906610 	-2.37978269 	-0.19663515 	-0.03697481 	-1.12193657 	-1.22308007 	-0.26397047 	
0.06016788 	0.05312413 	0.00945698 	0.12005136 	-1.29276716 	0.28842135 	0.16708818 	-0.46044175 	0.10728373 	0.12122427 	
0.07187866 	0.07896186 	-0.00717770 	0.12951722 	-0.65896762 	0.51829222 	0.14720832 	-0.21043316 	0.27757651 	0.18200157 	
0.08210874 	0.11257924 	-0.01506974 	0.12504069 	-0.21909570 	0.63272876 	0.19605068 	-0.07952078 	0.23799075 	0.16012496 	
0.09122805 	0.14863475 	-0.01748040 	0.11769460 	0.07308374 	0.65057262 	0.23435867 	-0.07265631 	0.20401840 	0.12387129 	
0.09928370 	0.18166830 	-0.01871561 	0.10915782 	0.24618822 	0.63527968 	0.27210532 	-0.07426699 	0.17503314 	0.07693044 	
0.10634083 	0.21011637 	-0.01977471 	0.09980266 	0.34915765 	0.60887617 	0.29863511 	-0.06524022 	0.14826233 	0.03511651 	
0.11245893 	0.23405667 	-0.02084951 	0.08957628 	0.41241887 	0.58091809 	0.31105028 	-0.04987064 	0.12480388 	0.00505966 	
0.11768620 	0.25388970 	-0.02199843 	0.07849920 	0.45315395 	0.55626276 	0.31139741 	-0.03289784 	0.10425687 	-0.01310748 	
0.12205962 	0.27006166 	-0.02321743 	0.06664386 	0.48037036 	0.53710928 	0.30272346 	-0.01746758 	0.08568580 	-0.02103089 	
0.12560676 	0.28293965 	-0.02447265 	0.05412377 	0.49889940 	0.52418378 	0.28800145 	-0.00517555 	0.06768823 	-0.02072485 	
0.12834757 	0.29280136 	-0.02571671 	0.04108785 	0.51132502 	0.51747669 	0.26953215 	0.00330193 	0.04881057 	-0.01425242 	
0.13029630 	0.29984045 	-0.02689842 	0.02769417 	0.51898247 	0.51654693 	0.24901131 	0.00792460 	0.02769082 	-0.00343824 	
0.13146201 	0.30419324 	-0.02795989 	0.01411544 	0.52239403 	0.52072188 	0.22757123 	0.00894266 	0.00306609 	0.01001189 	
0.13185001 	0.30593905 	-0.02884936 	0.00051709 	0.52159887 	0.52922859 	0.20595188 	0.00684199 	-0.02617784 	0.02466858 	
0.13146197 	0.30511427 	-0.02951379 	-0.01293711 	0.51621366 	0.54118377 	0.18455560 	0.00221857 	-0.06100279 	0.03927959 	
0.13029630 	0.30171474 	-0.02990754 	-0.02609235 	0.50543630 	0.55567525 	0.16358988 	-0.00416532 	-0.10230957 	0.05277586 	
0.12834764 	0.29570093 	-0.02998703 	-0.03880025 	0.48799690 	0.57176419 	0.14311371 	-0.01150680 	-0.15093019 	0.06422623 	
0.12560677 	0.28699367 	-0.02971748 	-0.05091974 	0.46194119 	0.58847651 	0.12307732 	-0.01880270 	-0.20768928 	0.07284646 	
0.12205963 	0.27546611 	-0.02906968 	-0.06232170 	0.42440296 	0.60480303 	0.10345928 	-0.02491231 	-0.27336000 	0.07789353 	
0.11768622 	0.26094808 	-0.02802407 	-0.07288425 	0.37090565 	0.61961611 	0.08425035 	-0.02839347 	-0.34870608 	0.07870632 	
0.11245894 	0.24321479 	-0.02656518 	-0.08250357 	0.29451162 	0.63154788 	0.06565525 	-0.02757011 	-0.43421280 	0.07457573 	
0.10634084 	0.22199572 	-0.02467510 	-0.09111323 	0.18413731 	0.63863264 	0.04834170 	-0.02058975 	-0.52955111 	0.06473689 	
0.09928372 	0.19700215 	-0.02229194 	-0.09873539 	0.02221603 	0.63743171 	0.03397950 	-0.00638884 	-0.63178641 	0.04829812 	
0.09122805 	0.16794154 	-0.01916394 	-0.10564819 	-0.21622667 	0.62068916 	0.02655521 	0.01120198 	-0.72978125 	0.02448462 	
0.08210874 	0.13425667 	-0.01439439 	-0.11278066 	-0.54970233 	0.57091018 	0.03410797 	0.00863889 	-0.78860920 	-0.00484118 	
0.07187866 	0.09349821 	-0.00567429 	-0.12205741 	-0.91200467 	0.44586615 	0.06393679 	-0.08916972 	-0.72268579 	-0.02028839 	
0.06016793 	0.03486139 	0.01245441 	-0.11833812 	-1.16911170 	0.17807583 	-0.02561129 	-0.20957656 	-0.31711161 	-0.05187047 	
0.04559750 	-0.06301849 	0.02096001 	-0.10231329 	-1.00458729 	-0.04977040 	-0.03266823 	-0.33961891 	0.30252823 	0.02822392 	
0.02916370 	-0.10218719 	0.01130942 	-0.06097363 	-0.07296372 	-0.19139205 	-0.14629728 	-0.30549989 	0.52929854 	0.08808837 	
0.02916355 	-0.05434182 	0.02843690 	0.10847386 	-0.53616184 	-0.35041214 	-0.21997035 	-0.68162131 	-1.59551146 	-0.20673100 	
0.04526348 	0.05959155 	0.04337948 	0.13751853 	-2.34648160 	-0.19931518 	-0.03439050 	-1.00843770 	-1.21818952 	-0.23448883 	
0.05954279 	0.04910368 	0.00659564 	0.11894645 	-1.30365418 	0.29578348 	0.16914648 	-0.38654854 	0.09702514 	0.13086185 	
0.07132087 	0.07458477 	-0.02051803 	0.12449129 	-0.68308095 	0.55883322 	0.16051971 	-0.16304925 	0.26721115 	0.22319270 	
0.08142990 	0.10764877 	-0.03769703 	0.12434763 	-0.26748319 	0.72805775 	0.19470026 	-0.01668051 	0.18381944 	0.17303142 	
